trip_id,driver_id,rider_id,city_id,payment_method_id,pickup_lat,pickup_lng,drop_lat,drop_lng,distance_km,fare_amount,status,pickup_date,pickup_time,drop_date,drop_time
5296,6529,30705,4,4,29.779504915419892,-95.2732582144196,29.651297931666203,-95.6704334780514,7.28,18.29,Completed,2023-01-04,16:15:00,2023-01-04,16:36:50
5297,7604,81795,10,1,37.70110981105986,-122.41411788988106,37.836364324038314,-122.4284968469265,7.52,14.54,Completed,2023-01-04,16:16:00,2023-01-04,16:38:33
5298,4918,80995,2,2,34.203864521145285,-118.59114303710682,34.29976739952442,-118.35804125634678,4.48,9.98,Completed,2023-01-04,16:17:00,2023-01-04,16:30:26
5299,2067,47994,2,4,33.91259319950137,-118.38539861502288,33.98291235833514,-118.24977941941661,9.17,26.3,Completed,2023-01-04,16:18:00,2023-01-04,16:45:30
5300,1026,97558,1,1,40.61317593942785,-73.91051679633992,40.804038517059844,-73.71551092394044,9.32,25.32,Completed,2023-01-04,16:19:00,2023-01-04,16:46:57
5301,7937,65828,4,3,29.573494596116966,-95.305159376295,29.73415261672626,-95.48361399500904,7.88,20.39,Cancelled,2023-01-04,16:20:00,2023-01-04,16:43:38
5302,8264,50699,5,4,33.55813293094488,-112.18875856684359,33.62328620994082,-112.22487699644294,8.0,16.14,Completed,2023-01-04,16:21:00,2023-01-04,16:45:00
5303,8118,65626,6,3,40.099469363223875,-75.01258694323437,39.895178529203704,-75.25591514424869,8.73,22.99,No-Show,2023-01-04,16:22:00,2023-01-04,16:48:11
5304,1547,22388,2,3,33.96726063443539,-118.32233882892558,34.084936412125515,-118.56224322968649,10.25,20.2,Completed,2023-01-04,16:23:00,2023-01-04,16:53:45
5305,9758,56294,1,4,40.726846975811874,-74.24858488080427,40.56109855862369,-74.10349338303398,12.18,26.74,Completed,2023-01-04,16:24:00,2023-01-04,17:00:32
5306,9895,31035,5,1,33.75041998255947,-112.02656859216023,33.367398608563036,-112.25430836132534,5.75,13.23,Completed,2023-01-04,16:25:00,2023-01-04,16:42:15
5307,6338,97249,10,4,37.68883222549773,-122.41156299427487,37.6555919893847,-122.37035880479304,14.8,35.57,No-Show,2023-01-04,16:26:00,2023-01-04,17:10:24
5308,4140,25703,2,2,34.13313869010937,-118.30008921022849,33.88854683464409,-118.38354708226936,5.27,14.37,Completed,2023-01-04,16:27:00,2023-01-04,16:42:48
5309,8996,83508,1,4,40.62129635267793,-74.01848050810123,40.528307462088655,-74.1502575784492,10.69,22.97,Completed,2023-01-04,16:28:00,2023-01-04,17:00:04
5310,2590,95056,2,3,33.752724239910854,-118.34798240695672,34.21459160193173,-118.1606937081746,5.14,14.7,Completed,2023-01-04,16:29:00,2023-01-04,16:44:25
5311,8776,21517,3,3,41.900484913814076,-87.57928387723844,41.77126058843275,-87.60304908634288,12.39,19.77,Completed,2023-01-04,16:30:00,2023-01-04,17:07:10
5312,5943,98581,2,2,33.84480081663724,-118.38177047787651,33.94151750799743,-118.31249792194704,0.93,6.14,Completed,2023-01-04,16:31:00,2023-01-04,16:33:47
5313,9997,75756,2,3,34.075208820336584,-118.2655074274107,33.84796210745149,-118.20550182038598,0.67,4.44,Completed,2023-01-04,16:32:00,2023-01-04,16:34:00
5314,8798,65722,5,1,33.48791347342295,-112.29339465511482,33.53888789342535,-112.30704804298519,4.03,8.74,Completed,2023-01-04,16:33:00,2023-01-04,16:45:05
5315,4791,61512,2,1,34.12032828223066,-118.57200890536868,34.17350907953146,-118.19741266039497,7.92,21.1,Completed,2023-01-04,16:34:00,2023-01-04,16:57:45
5316,2357,48602,2,2,34.07741299536549,-118.32454663827349,33.97368468763683,-118.62398821733072,8.74,15.63,Completed,2023-01-04,16:35:00,2023-01-04,17:01:13
5317,9092,48351,1,1,40.6751110725267,-74.03032488038825,40.65599950309845,-73.91015622678418,10.25,21.11,Completed,2023-01-04,16:36:00,2023-01-04,17:06:45
5318,4225,88405,9,3,32.824974744303866,-96.59076681369885,32.92288045699289,-96.67924694903138,3.9,11.64,Completed,2023-01-04,16:37:00,2023-01-04,16:48:42
5319,3460,46416,3,2,41.98383657307091,-87.73859793169224,41.98923039020237,-87.76590157682462,10.64,15.62,Completed,2023-01-04,16:38:00,2023-01-04,17:09:55
5320,9737,10251,2,4,33.88448669068111,-118.25866651086078,34.212542844965974,-118.45629831229321,5.16,15.06,Completed,2023-01-04,16:39:00,2023-01-04,16:54:28
5321,3728,80767,1,4,40.76266717795972,-73.77463560072833,40.50233738712015,-73.83198205293692,4.8,11.52,Completed,2023-01-04,16:40:00,2023-01-04,16:54:24
5322,7726,10279,5,4,33.50965997974669,-111.95712440857011,33.3775442904965,-112.06888743779797,8.08,17.22,Completed,2023-01-04,16:41:00,2023-01-04,17:05:14
5323,8481,48402,9,3,32.92361570980698,-96.93476547317461,32.97008621889637,-96.81776294698538,4.13,8.87,Completed,2023-01-04,16:42:00,2023-01-04,16:54:23
5324,7430,69580,1,3,40.50321288937832,-73.8921956464481,40.49196711448075,-73.73492809014863,7.37,13.59,Completed,2023-01-04,16:43:00,2023-01-04,17:05:06
5325,4114,81847,1,1,40.71047967954629,-73.768583639198,40.77713784279229,-73.73458642495633,6.47,17.36,Cancelled,2023-01-04,16:44:00,2023-01-04,17:03:24
5326,1616,13649,1,4,40.722973889515465,-74.07773711089682,40.52455641983872,-74.1179533385636,5.66,14.08,No-Show,2023-01-04,16:45:00,2023-01-04,17:01:58
5327,4644,68994,5,4,33.86049046687043,-111.93648701433673,33.31324330018339,-112.21987087299544,8.05,13.23,Cancelled,2023-01-04,16:46:00,2023-01-04,17:10:09
5328,7413,73758,9,1,32.70122767859808,-96.76806671015873,32.80349147115254,-96.55832995081111,8.62,19.05,Completed,2023-01-04,16:47:00,2023-01-04,17:12:51
5329,2203,49637,3,1,41.77449602869906,-87.69101589805666,41.94232934794267,-87.93366529873246,9.77,17.72,Completed,2023-01-04,16:48:00,2023-01-04,17:17:18
5330,3565,37907,2,2,34.20588188979667,-118.30973029746447,34.2817363343679,-118.16874875435037,8.11,15.55,Completed,2023-01-04,16:49:00,2023-01-04,17:13:19
5331,4174,72290,7,1,29.55328177550813,-98.37766083104877,29.763361685768558,-98.32517722290882,3.13,8.17,Completed,2023-01-04,16:50:00,2023-01-04,16:59:23
5332,4081,33645,7,4,29.560871984435543,-98.65958797193285,29.45564362727288,-98.30917251599776,7.81,18.2,Completed,2023-01-04,16:51:00,2023-01-04,17:14:25
5333,3630,68138,2,1,33.753321246297055,-118.2088202180484,34.10375343633169,-118.24895340180761,6.05,16.4,Cancelled,2023-01-04,16:52:00,2023-01-04,17:10:09
5334,4161,28867,1,3,40.66292795348685,-74.08824070371514,40.90691296786626,-73.92981673638933,12.02,29.84,Completed,2023-01-04,16:53:00,2023-01-04,17:29:03
5335,5321,34100,2,1,34.13864030028248,-118.18785477272274,34.00383775604909,-118.62727894197499,7.48,20.65,Completed,2023-01-04,16:54:00,2023-01-04,17:16:26
5336,9861,97029,7,4,29.394180757626195,-98.43079307319272,29.651485926656306,-98.48710896733593,8.85,18.68,Completed,2023-01-04,16:55:00,2023-01-04,17:21:33
5337,7269,75280,6,3,40.04319269212293,-75.06190431651683,39.881276795239,-75.12783995043861,8.17,13.92,Completed,2023-01-04,16:56:00,2023-01-04,17:20:30
5338,8099,24027,5,2,33.84256480909232,-112.29672435614218,33.71507035981321,-112.10491395918511,6.88,15.64,Completed,2023-01-04,16:57:00,2023-01-04,17:17:38
5339,8376,11234,8,3,32.846473405147094,-116.95021907534758,32.92086491275184,-116.97560427720188,5.9,10.84,Completed,2023-01-04,16:58:00,2023-01-04,17:15:42
5340,5078,71329,2,3,33.97691581571636,-118.57739789239243,34.1599080405109,-118.27811969328373,9.48,27.3,Completed,2023-01-04,16:59:00,2023-01-04,17:27:26
5341,6801,73610,2,3,33.795184996292406,-118.28477219025257,34.1742800945068,-118.38804635444866,0.76,4.94,Cancelled,2023-01-04,17:00:00,2023-01-04,17:02:16
5342,5151,50394,1,4,40.858170918683804,-73.7547491078712,40.56670551411011,-74.16153735390613,4.21,9.14,Completed,2023-01-04,17:01:00,2023-01-04,17:13:37
5343,9911,52954,9,4,32.65704285273104,-96.58594758993631,32.68581285670213,-96.75926379448947,6.75,17.31,Completed,2023-01-04,17:02:00,2023-01-04,17:22:15
5344,3600,86061,4,4,29.574764336163568,-95.32858628501705,29.769641781148213,-95.60823284781094,7.48,18.59,Completed,2023-01-04,17:03:00,2023-01-04,17:25:26
5345,7175,12291,2,4,34.13555900864936,-118.42581514142745,34.01303124801881,-118.16687514601736,5.68,13.13,Completed,2023-01-04,17:04:00,2023-01-04,17:21:02
5346,1666,35337,1,1,40.62535738288025,-73.7040940700073,40.85063011212803,-74.16997023245317,4.64,12.25,Completed,2023-01-04,17:05:00,2023-01-04,17:18:55
5347,1283,96158,6,1,39.96502860528505,-75.17939136321279,40.06733487367117,-75.19493402997358,10.9,26.47,Cancelled,2023-01-04,17:06:00,2023-01-04,17:38:42
5348,6840,56454,7,1,29.409779280349966,-98.37663900178516,29.65778152007701,-98.3772964727182,9.87,24.58,Completed,2023-01-04,17:07:00,2023-01-04,17:36:36
5349,4565,46760,5,3,33.60253993866983,-112.02993049824609,33.662364487085505,-111.98560354800651,9.23,18.34,Completed,2023-01-04,17:08:00,2023-01-04,17:35:41
5350,5593,96448,1,3,40.7940910768952,-73.9166763432032,40.75613564423929,-74.09594856462384,10.67,21.36,Completed,2023-01-04,17:09:00,2023-01-04,17:41:00
5351,2465,62802,9,1,32.856665226792884,-96.56120759856996,32.99851445098071,-96.94566185218864,5.81,15.62,Completed,2023-01-04,17:10:00,2023-01-04,17:27:25
5352,9321,87945,7,3,29.466882820529424,-98.62090664458789,29.65613597862426,-98.46113405079254,5.84,13.23,Completed,2023-01-04,17:11:00,2023-01-04,17:28:31
5353,5734,72233,5,2,33.84889911331482,-112.26991799900892,33.68127603228851,-112.13100095530221,7.96,19.59,Completed,2023-01-04,17:12:00,2023-01-04,17:35:52
5354,7257,45547,5,1,33.65914697778583,-112.00162686938557,33.82229863646293,-112.31993882526703,11.26,31.62,No-Show,2023-01-04,17:13:00,2023-01-04,17:46:46
5355,8366,41869,9,4,32.96183203666933,-96.55881485210557,32.92650573785003,-96.91162912703541,2.67,9.19,Completed,2023-01-04,17:14:00,2023-01-04,17:22:00
5356,4672,90645,9,4,32.738713632403766,-96.9556133369272,33.01562773005121,-96.81351536579997,9.48,24.27,Completed,2023-01-04,17:15:00,2023-01-04,17:43:26
5357,8382,88573,4,4,30.05250231670169,-95.1895354700111,29.729167600086594,-95.58783397378606,8.33,15.57,Completed,2023-01-04,17:16:00,2023-01-04,17:40:59
5358,7587,62767,3,1,41.81304894409446,-87.79947107991805,41.85154588798769,-87.92756616433363,0.25,5.27,Completed,2023-01-04,17:17:00,2023-01-04,17:17:45
5359,1992,77532,2,4,34.09881736206791,-118.20850954940299,33.843946323435226,-118.49118754298034,6.26,15.8,Cancelled,2023-01-04,17:18:00,2023-01-04,17:36:46
5360,7858,52256,8,3,32.93134027862677,-117.02222078313453,32.535973809889214,-117.12807637079558,6.87,14.55,Completed,2023-01-04,17:19:00,2023-01-04,17:39:36
5361,3121,21437,5,3,33.36643652950664,-112.22809829463712,33.77358742983459,-112.28588804592226,7.44,17.25,No-Show,2023-01-04,17:20:00,2023-01-04,17:42:19
5362,3223,74308,1,1,40.63279078618333,-74.17101298018626,40.820541186683855,-74.04253622029842,7.97,19.83,Completed,2023-01-04,17:21:00,2023-01-04,17:44:54
5363,5522,67187,1,1,40.69730934443661,-74.18398488462265,40.88029477586638,-73.77374912055917,11.7,29.01,Completed,2023-01-04,17:22:00,2023-01-04,17:57:06
5364,4188,65261,9,3,32.9355876125912,-96.62578704867003,33.01824462817361,-96.75740972910528,10.29,25.65,Completed,2023-01-04,17:23:00,2023-01-04,17:53:52
5365,4237,75411,9,2,32.96718847000253,-96.60550091323609,32.81197775124101,-96.92051374502634,12.98,30.49,Completed,2023-01-04,17:24:00,2023-01-04,18:02:56
5366,5136,24797,10,4,37.800349246688214,-122.37086149146131,37.83136632533417,-122.38375279807873,0.62,4.95,Completed,2023-01-04,17:25:00,2023-01-04,17:26:51
5367,1343,59261,3,3,41.711494387853485,-87.896134564572,41.756782853056606,-87.71233934408119,3.79,8.84,Completed,2023-01-04,17:26:00,2023-01-04,17:37:22
5368,5704,10411,7,3,29.3773158169433,-98.6376133591368,29.762677634892402,-98.36734996811275,9.21,16.48,Completed,2023-01-04,17:27:00,2023-01-04,17:54:37
5369,5823,26454,8,3,32.68835416366875,-117.23455009237567,32.59624415084102,-117.13318577898067,8.29,16.47,Completed,2023-01-04,17:28:00,2023-01-04,17:52:52
5370,5920,95647,2,1,33.83499199149218,-118.65759007193577,34.21676003310134,-118.53457979977996,3.36,9.36,Completed,2023-01-04,17:29:00,2023-01-04,17:39:04
5371,4201,10717,1,2,40.8600857011393,-73.73304363866681,40.698061048293894,-74.11860836558215,9.12,18.57,Completed,2023-01-04,17:30:00,2023-01-04,17:57:21
5372,6471,97396,10,1,37.82242421358953,-122.33971133020073,37.855784301231466,-122.49078954278265,3.79,7.54,Completed,2023-01-04,17:31:00,2023-01-04,17:42:22
5373,1888,86016,1,2,40.84412583218137,-73.94463180767808,40.686743969488525,-74.15801107922138,12.87,20.51,Completed,2023-01-04,17:32:00,2023-01-04,18:10:36
5374,8127,87402,4,4,29.838435590403307,-95.21375561438579,29.74314665726422,-95.04668146957225,12.17,18.98,Completed,2023-01-04,17:33:00,2023-01-04,18:09:30
5375,4720,33197,5,2,33.39678258693193,-112.31158007929714,33.60951615672515,-112.25335226528351,6.51,14.18,Completed,2023-01-04,17:34:00,2023-01-04,17:53:31
5376,3883,59870,6,3,40.04334442193481,-75.14130317812327,39.98098472856965,-75.13445132379229,11.84,24.8,Completed,2023-01-04,17:35:00,2023-01-04,18:10:31
5377,5212,50504,2,3,33.777506804525515,-118.5271531427449,33.98652767166508,-118.2725996708221,5.33,12.65,Completed,2023-01-04,17:36:00,2023-01-04,17:51:59
5378,7961,34119,6,3,40.108855963181114,-75.19317597729727,39.91244882113401,-75.1630389996391,11.3,23.57,Completed,2023-01-04,17:37:00,2023-01-04,18:10:54
5379,3415,67769,1,4,40.64843191825348,-74.00610610027894,40.75320407067356,-74.02316330012583,7.43,15.43,Completed,2023-01-04,17:38:00,2023-01-04,18:00:17
5380,4001,25889,8,4,32.64175635143489,-117.24999712271351,32.883574766267245,-117.00659848640082,3.5,12.6,No-Show,2023-01-04,17:39:00,2023-01-04,17:49:30
5381,2738,66394,1,2,40.85784738065,-74.1540449016605,40.855525096689234,-73.75405807515263,10.85,24.98,Completed,2023-01-04,17:40:00,2023-01-04,18:12:33
5382,2364,94245,6,4,40.09825155354065,-75.2677364660351,39.963484194012395,-74.97038337356351,9.01,21.44,Completed,2023-01-04,17:41:00,2023-01-04,18:08:01
5383,3708,37117,7,1,29.53933577136929,-98.36061893010591,29.424494864435083,-98.51534804564616,2.41,7.85,Completed,2023-01-04,17:42:00,2023-01-04,17:49:13
5384,1924,29202,1,3,40.654820860238694,-73.81404565025389,40.55421834131969,-74.00237410910073,8.7,20.99,Completed,2023-01-04,17:43:00,2023-01-04,18:09:06
5385,1151,57036,2,1,34.267753995963524,-118.22057427948215,34.221369923147854,-118.61500933878719,6.9,13.48,Completed,2023-01-04,17:44:00,2023-01-04,18:04:42
5386,9777,92455,7,1,29.56015608103957,-98.57522341965561,29.75560915999571,-98.45274666510646,10.32,27.66,Completed,2023-01-04,17:45:00,2023-01-04,18:15:57
5387,9044,41866,1,2,40.87750820020361,-74.15915600975565,40.84557441860129,-74.02777720668477,7.42,16.47,Completed,2023-01-04,17:46:00,2023-01-04,18:08:15
5388,1912,20526,1,3,40.698730594127056,-73.79931517878543,40.575650008358366,-74.16875681888062,9.48,24.06,Completed,2023-01-04,17:47:00,2023-01-04,18:15:26
5389,3321,68488,3,4,41.65965015536417,-87.71326811417413,41.905422892244104,-87.55007881845411,8.29,21.93,Completed,2023-01-04,17:48:00,2023-01-04,18:12:52
5390,1495,62642,10,1,37.86053518470537,-122.40248819271743,37.782512376703515,-122.43322982804841,4.9,12.52,Completed,2023-01-04,17:49:00,2023-01-04,18:03:42
5391,3148,26312,4,2,29.77792730669772,-95.16145088249743,29.730310043033125,-95.54479414916416,0.2,4.81,Completed,2023-01-04,17:50:00,2023-01-04,17:50:36
5392,1556,95067,2,4,34.27131537937566,-118.21680539092118,34.171414546101744,-118.32959799015985,4.55,14.08,Completed,2023-01-04,17:51:00,2023-01-04,18:04:39
5393,2552,43673,10,1,37.739162966939716,-122.37440244703397,37.865643627227804,-122.4240183173098,8.11,15.2,Completed,2023-01-04,17:52:00,2023-01-04,18:16:19
5394,3120,12131,3,2,41.78741013183815,-87.89022601790009,41.859984268894216,-87.72124245911439,11.69,25.93,Completed,2023-01-04,17:53:00,2023-01-04,18:28:04
5395,4085,21115,3,1,41.88213721884993,-87.93435709539072,41.87732920011246,-87.59457684943635,10.55,26.88,Completed,2023-01-04,17:54:00,2023-01-04,18:25:39
5396,4504,52807,3,3,41.8637841149303,-87.7501972780805,42.018375211429834,-87.68215603725216,13.83,25.03,Completed,2023-01-04,17:55:00,2023-01-04,18:36:29
5397,1156,51266,2,2,34.21070656111009,-118.5545184659852,33.82415143696974,-118.18974365333692,3.7,9.43,Cancelled,2023-01-04,17:56:00,2023-01-04,18:07:06
5398,9926,96352,2,3,34.293510962031206,-118.60328447097885,34.31671523221419,-118.29087503925076,15.21,40.2,Completed,2023-01-04,17:57:00,2023-01-04,18:42:37
5399,8505,81527,6,3,39.950751455294004,-75.21026111911887,40.04589582168075,-75.24882008565635,2.66,8.02,Cancelled,2023-01-04,17:58:00,2023-01-04,18:05:58
5400,8162,42124,1,1,40.795565609373,-73.79958728424845,40.708866444876925,-73.79767133620425,3.43,11.6,Completed,2023-01-04,17:59:00,2023-01-04,18:09:17
5401,6523,84244,6,1,40.05213750638166,-75.09485706455389,39.98520923246551,-75.07123643202195,9.72,15.62,Completed,2023-01-04,18:00:00,2023-01-04,18:29:09
5402,8543,26484,1,1,40.90896570708263,-74.19402095709404,40.56254974515557,-73.88871084180401,7.58,15.28,Completed,2023-01-04,18:01:00,2023-01-04,18:23:44
5403,9055,16060,2,3,34.330123568267716,-118.41021446737322,33.95345929037084,-118.17059995647251,8.31,19.47,Completed,2023-01-04,18:02:00,2023-01-04,18:26:55
5404,5654,44915,1,1,40.60990027072785,-74.07584113232953,40.67144250417055,-73.96917681858255,7.92,15.06,Completed,2023-01-04,18:03:00,2023-01-04,18:26:45
5405,7250,56511,4,1,29.551880470314245,-95.47598467699535,29.863782934579124,-95.69353613478506,8.1,21.3,Completed,2023-01-04,18:04:00,2023-01-04,18:28:18
5406,8246,72571,6,1,39.994504911275996,-75.18166777429539,39.90011103212909,-74.98687531917405,3.73,8.66,Completed,2023-01-04,18:05:00,2023-01-04,18:16:11
5407,1154,21021,2,2,33.92910091863645,-118.41369230558463,34.03584214758035,-118.58371804786832,4.78,11.9,Completed,2023-01-04,18:06:00,2023-01-04,18:20:20
5408,8950,20100,1,4,40.73359054953516,-74.1223255686253,40.75017660798585,-74.19429974126751,13.4,32.72,Completed,2023-01-04,18:07:00,2023-01-04,18:47:12
5409,1996,10027,2,2,34.206881856194485,-118.22099958931808,34.32746343600057,-118.20434239128399,3.57,9.48,Completed,2023-01-04,18:08:00,2023-01-04,18:18:42
5410,5626,64004,8,3,32.82223714768857,-117.22649250118569,32.56842137240894,-117.25074588787369,7.98,17.46,Completed,2023-01-04,18:09:00,2023-01-04,18:32:56
5411,3905,78872,2,1,34.237573876010806,-118.2722725505724,33.842426193700646,-118.54701857602487,6.56,11.16,Completed,2023-01-04,18:10:00,2023-01-04,18:29:40
5412,1153,28746,7,1,29.31830320151259,-98.26351010864786,29.395575569391866,-98.32309792143757,10.78,18.3,Completed,2023-01-04,18:11:00,2023-01-04,18:43:20
5413,8853,14133,2,2,34.189709411747295,-118.2528883411684,34.10231238906067,-118.55915537738619,8.12,20.75,Completed,2023-01-04,18:12:00,2023-01-04,18:36:21
5414,7481,95596,1,2,40.58472245613172,-73.7371815234724,40.727980155973285,-73.88441384203146,2.36,8.45,Completed,2023-01-04,18:13:00,2023-01-04,18:20:04
5415,6599,21416,6,3,40.01321875777705,-75.17040924917735,40.06021826918682,-75.00495976197519,8.19,20.95,Completed,2023-01-04,18:14:00,2023-01-04,18:38:34
5416,2716,45143,3,2,41.72883349730641,-87.87172661876967,41.66504721514056,-87.56067075366234,7.58,20.55,Completed,2023-01-04,18:15:00,2023-01-04,18:37:44
5417,1786,10047,1,2,40.78553579469805,-73.86203930474365,40.513369268629965,-74.03677472462493,9.09,17.74,Completed,2023-01-04,18:16:00,2023-01-04,18:43:16
5418,5368,49826,10,3,37.64719141170035,-122.38909973484952,37.73272279586551,-122.33366553552888,5.22,14.28,Completed,2023-01-04,18:17:00,2023-01-04,18:32:39
5419,9096,87441,1,3,40.799971637486244,-74.18009123440496,40.56831553589479,-74.19174284095648,4.71,11.98,Completed,2023-01-04,18:18:00,2023-01-04,18:32:07
5420,5272,83733,2,3,33.85968058159808,-118.16498789282649,34.33063520894558,-118.52080966656914,4.47,11.32,Completed,2023-01-04,18:19:00,2023-01-04,18:32:24
5421,4767,48301,2,2,33.856291334343084,-118.53657460752218,34.0237462292322,-118.41951271839957,9.39,26.51,Completed,2023-01-04,18:20:00,2023-01-04,18:48:10
5422,9834,74572,3,4,41.81040628523875,-87.90656787612896,41.738178914303234,-87.74923919222444,1.57,8.16,Completed,2023-01-04,18:21:00,2023-01-04,18:25:42
5423,6994,84497,7,4,29.377820584772675,-98.43021659065185,29.34699247438031,-98.55759666879223,9.07,24.92,Completed,2023-01-04,18:22:00,2023-01-04,18:49:12
5424,8216,83138,1,3,40.81635408529537,-73.92868697953564,40.88232490981932,-74.09851104768319,4.76,8.11,Completed,2023-01-04,18:23:00,2023-01-04,18:37:16
5425,9857,76898,10,4,37.63309270843909,-122.42380927578557,37.69637568510817,-122.49658463777736,2.43,5.38,Completed,2023-01-04,18:24:00,2023-01-04,18:31:17
5426,4426,87556,5,2,33.30121922695247,-112.09123544107469,33.53333739924902,-112.19391010344576,2.86,11.18,Completed,2023-01-04,18:25:00,2023-01-04,18:33:34
5427,4783,10007,10,2,37.744429203020466,-122.37499937679357,37.69964043892526,-122.42316114706803,9.93,21.82,Cancelled,2023-01-04,18:26:00,2023-01-04,18:55:47
5428,6427,80408,8,4,32.967357618289206,-117.26152791663829,32.819365052471376,-117.02736296046783,4.98,14.68,Completed,2023-01-04,18:27:00,2023-01-04,18:41:56
5429,8011,28916,9,1,32.789096657370166,-96.63675823402193,32.88856315263049,-96.67947522357485,12.03,17.54,Cancelled,2023-01-04,18:28:00,2023-01-04,19:04:05
5430,9052,56479,5,1,33.371528797448775,-112.10652933473544,33.39541831476903,-112.28892495133756,5.26,16.76,Completed,2023-01-04,18:29:00,2023-01-04,18:44:46
5431,4701,31259,2,3,33.97168910476726,-118.61867599474701,33.70025011268337,-118.16501784032677,4.13,12.1,Completed,2023-01-04,18:30:00,2023-01-04,18:42:23
5432,3349,42472,3,3,41.973221476227245,-87.86192714541734,41.696956739588686,-87.79591409822677,6.53,15.7,Completed,2023-01-04,18:31:00,2023-01-04,18:50:35
5433,8011,69256,5,3,33.360956377733686,-112.18781611651018,33.73437429454222,-112.22662398958751,7.37,13.52,Completed,2023-01-04,18:32:00,2023-01-04,18:54:06
5434,8055,23706,3,1,41.93587183979389,-87.55238707704436,41.65445117067298,-87.71295288919943,9.15,23.46,Completed,2023-01-04,18:33:00,2023-01-04,19:00:27
5435,2212,28769,6,4,39.89064805555561,-75.10363590349145,39.88004809987642,-75.12087234838928,5.5,13.97,Completed,2023-01-04,18:34:00,2023-01-04,18:50:30
5436,7965,78002,1,1,40.67360894708249,-73.72371932474289,40.56813708135596,-74.19928030219758,6.83,18.52,Completed,2023-01-04,18:35:00,2023-01-04,18:55:29
5437,7704,15329,8,3,32.56213852365861,-117.22833024404054,32.78796002232687,-116.91986230504313,7.4,17.45,Cancelled,2023-01-04,18:36:00,2023-01-04,18:58:12
5438,8433,42106,1,2,40.746173185428546,-73.89490674956846,40.754619695100054,-74.16179938769076,9.19,22.58,Completed,2023-01-04,18:37:00,2023-01-04,19:04:34
5439,3511,70381,10,3,37.913374779343584,-122.33155251955817,37.676845384669505,-122.47272020284127,9.11,16.93,Completed,2023-01-04,18:38:00,2023-01-04,19:05:19
5440,1143,60346,1,3,40.73521869391392,-73.7453206276401,40.739824180361516,-74.04875096384733,7.89,17.83,Completed,2023-01-04,18:39:00,2023-01-04,19:02:40
5441,8367,59252,1,1,40.65337499359997,-74.03593129254699,40.89020174363305,-73.82820444591755,3.63,12.29,Completed,2023-01-04,18:40:00,2023-01-04,18:50:53
5442,4228,77997,8,1,32.88226223988077,-117.26403336835128,32.666183811296975,-116.99008189128737,1.93,6.14,Completed,2023-01-04,18:41:00,2023-01-04,18:46:47
5443,5582,10322,8,1,32.58216678754198,-117.18324205247744,32.892057161688314,-117.0733459680175,7.11,11.23,Cancelled,2023-01-04,18:42:00,2023-01-04,19:03:19
5444,7031,71468,6,3,40.01690349732787,-75.18554798793856,39.89502400507775,-75.00318577575973,12.75,21.85,Completed,2023-01-04,18:43:00,2023-01-04,19:21:15
5445,5243,34216,10,2,37.68447707110263,-122.4199354074524,37.807733081566305,-122.42936833984797,1.17,6.7,Completed,2023-01-04,18:44:00,2023-01-04,18:47:30
5446,3713,62801,2,2,34.22064126805433,-118.6673963740785,33.932034186071206,-118.30588952719857,10.64,15.99,Completed,2023-01-04,18:45:00,2023-01-04,19:16:55
5447,5185,14846,8,1,32.5512203778947,-116.93925328566613,32.69671299348827,-117.0597937470983,7.32,13.67,Completed,2023-01-04,18:46:00,2023-01-04,19:07:57
5448,8328,97675,2,2,33.70605508300588,-118.3895414869411,33.83216932334149,-118.49538894252458,10.55,24.78,Completed,2023-01-04,18:47:00,2023-01-04,19:18:39
5449,5633,79871,4,3,30.073352569048435,-95.2300465142497,29.901166372068353,-95.01878004568056,8.13,11.3,Completed,2023-01-04,18:48:00,2023-01-04,19:12:23
5450,4192,23360,3,3,41.70793480597135,-87.91442264780044,41.93205401332874,-87.9303107071748,8.26,13.24,Completed,2023-01-04,18:49:00,2023-01-04,19:13:46
5451,1300,40745,1,3,40.82505495550656,-73.9765778199586,40.58757545319423,-73.90141365613268,5.11,10.88,Completed,2023-01-04,18:50:00,2023-01-04,19:05:19
5452,1723,59990,4,3,29.811530185219752,-95.64230479009021,29.995483768233196,-95.56439880034313,8.13,22.56,Cancelled,2023-01-04,18:51:00,2023-01-04,19:15:23
5453,6694,63117,7,2,29.392507399290707,-98.39608214176958,29.479789655526666,-98.56504781952306,5.73,12.89,Completed,2023-01-04,18:52:00,2023-01-04,19:09:11
5454,4010,70624,1,4,40.730823747652536,-73.89067797834373,40.543490856213964,-73.75862642470032,6.76,19.31,Completed,2023-01-04,18:53:00,2023-01-04,19:13:16
5455,6555,33576,10,2,37.7417101373224,-122.48288048019407,37.668827470398625,-122.34916434713426,7.06,20.74,Completed,2023-01-04,18:54:00,2023-01-04,19:15:10
5456,1067,59796,4,2,29.55751018443143,-95.23723955341217,29.53204192342743,-95.10455624667274,8.09,14.7,Completed,2023-01-04,18:55:00,2023-01-04,19:19:16
5457,3506,85956,1,1,40.881474302667314,-74.11031874034221,40.5167198253742,-74.2380427612299,5.07,15.48,Completed,2023-01-04,18:56:00,2023-01-04,19:11:12
5458,2537,76132,5,1,33.8935751979384,-112.06987652955937,33.89010338215996,-112.1326541211043,7.85,13.34,Completed,2023-01-04,18:57:00,2023-01-04,19:20:33
